"","time","magnitude"
"1",1,46.1553684130808
"2",2,46.9558438179725
"3",3,45.8398385375412
"4",4,45.551362542161
"5",5,44.6338437226574
"6",6,45.1805717289895
"7",7,46.1651215953834
"8",8,45.286944195671
"9",9,44.5797044345272
"10",10,44.6077040616081
"11",11,43.8292624876913
"12",12,43.1754808680638
"13",13,43.1213723194685
"14",14,41.7445913630554
"15",15,40.4703868029182
"16",16,39.1961068670184
"17",17,38.3704567000115
"18",18,39.150419461497
"19",19,39.6933311672554
"20",20,39.2724290289473
"21",21,39.8234280698954
"22",22,38.7180470448925
"23",23,38.457908417211
"24",24,37.8840522593582
"25",25,36.9868110899097
"26",26,37.0472264765753
"27",27,37.1957017863309
"28",28,37.3311042028808
"29",29,36.7067812502496
"30",30,35.6887797001852
"31",31,35.0408160956767
"32",32,34.5059085806731
"33",33,33.9619650933643
"34",34,34.3632561997777
"35",35,33.1774272683874
"36",36,32.8439113609696
"37",37,32.8761653857561
"38",38,32.7372844282739
"39",39,33.0032426668485
"40",40,32.6288122225444
"41",41,31.5208834886262
"42",42,30.7909406202507
"43",43,29.6391008786588
"44",44,30.0468835653805
"45",45,30.4560143498813
"46",46,29.4083020847792
"47",47,29.2942143865621
"48",48,29.2835427709872
"49",49,29.9842217635308
"50",50,30.361443424935
"51",51,30.0324779895266
"52",52,28.8912400754049
"53",53,28.2617944195749
"54",54,27.9120188627706
"55",55,27.3873386043377
"56",56,26.8153624179446
"57",57,26.7050124453228
"58",58,26.2304155125035
"59",59,25.5919641507227
"60",60,25.0283978355054
"61",61,24.9817909019196
"62",62,24.8457530086785
"63",63,24.5908258363596
"64",64,24.4892076867226
"65",65,24.7330300895099
"66",66,23.9645106484625
"67",67,23.3384955252781
"68",68,23.5527481918977
"69",69,23.6358893421196
"70",70,22.2534923008782
"71",71,22.9745829810526
"72",72,22.8094133456414
"73",73,22.8832127768503
"74",74,23.7543940130876
"75",75,23.9318961127262
"76",76,24.0751590439195
"77",77,23.7197424192727
"78",78,23.1152187454171
"79",79,22.7321669400025
"80",80,22.9623490680004
"81",81,22.2748377626921
"82",82,22.1900769640193
"83",83,22.2809682040091
"84",84,21.7095067637228
"85",85,22.2540282899565
"86",86,22.2831402074099
"87",87,21.5993218780609
"88",88,20.7327035020971
"89",89,20.8771187492829
"90",90,20.8591582697185
"91",91,29.2546056737312
"92",92,28.9109708170852
"93",93,28.0927514762239
"94",94,27.3278754008914
"95",95,25.9946474720662
"96",96,24.6479123128768
"97",97,23.8309647536295
"98",98,23.3475725015615
"99",99,22.7197210217776
"100",100,22.2592963461176
"101",101,22.1384885389477
"102",102,21.6917573931331
"103",103,20.7795906267855
"104",104,20.2468530109411
"105",105,19.8918140861073
"106",106,19.7362512718253
"107",107,19.2204470856338
"108",108,19.2548367071098
"109",109,18.7252822131079
"110",110,18.9154108330083
"111",111,19.0513448653717
"112",112,19.2874966515168
"113",113,18.6989609735446
"114",114,18.1435978010863
"115",115,17.8614375221648
"116",116,18.3331916907262
"117",117,18.2959764203936
"118",118,17.7947054319329
"119",119,17.9732283035913
"120",120,18.117277219006
